text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""THIS IS NOT THE END

Shaykh Suliman al Alwaan (may Allah free him) said:

The fall of Dr al-Salm, Baghdad, and other Islamic lands is not the end of the world nor the end of Islam. Let the gloaters be disgraced. The future belongs to this deen, and soon the last part of this Ummah will be joined to its earliest part. So we must not weaken, nor should our efforts cease in supporting Muslims everywhere. Allah has praised those who face trials and hardship with steadfastness and patience. He said: And when the believers saw the confederates, they said: This is what Allah and His Messenger promised us, and Allah and His Messenger spoke the truth. And it increased them only in faith and submission.

These trials and hardships that befall the Muslims are a test, a means to distinguish the wicked from the good, the righteous from the corrupt, and the truthful from the liar. The believers increase in faith, while the hypocrites and those who worship Allah on the edge (I.e. in doubt) weaken, fall into cowardice, and show gloating. They say, If they had obeyed us, they would not have been killed. Allah the Exalted said: And among the people is he who worships Allah on an edge. If good befalls him, he is content with it; but if a trial touches him, he turns back on his face. He loses both this world and the Hereafter, that is the clear loss.

And He said: And among the people is he who says, We believe in Allah, but when he is harmed in Allahs cause, he considers the trial of the people as the punishment of Allah. But if victory comes from your Lord, they will surely say, Indeed, we were with you. Is not Allah most knowing of what is within the breasts of all beings?

And upon those whom Allah has entrusted with this great responsibility, such as the imams of mosques and others, is to urge the worshippers toward piety, repentance to Allah, giving them glad tidings of victory and empowerment, and making them aware of what the spiteful West intends, and what their brothers among the hypocrites, secularists, and the like are planning: a comprehensive assault on Islam and the Muslims, as they have openly declared a crusade.

They must work by every possible means to halt their advance and repel their aggression against the sanctities, wealth, and honor of the Muslims, and to strive against them with wealth, lives, and speech. For the Prophet  said: ""Strive against the Mushrikeen with your wealth, your lives, and your tongues.""
Reported by Imam Ahmad in his Musnad (12246), Ab Dwd (2504), and al-Nas (3098) through the narration of Hammad ibn Salamah, from Humayd, from Anas. Its chain is sound.",0.036186673,0.14005253,0.75194067,0.75194067,Salafi taklidi,0.25194067
"As every genocide amongst the Muslims become apparent, it exposes the madakhilah even more and the heresy they stand for .",0.76698524,0.141847,0.045542803,0.76698524,Irrelevant,0.26698524
"""""Why do people encourage people to speak about things, even if they may have no knowledge about it? If you want to make a difference, you dont make the whole world speak. You ask the people with knowledge to speak""
""
--------------

This brother made a very good point .
Most of us dont even know the entirety of juz Amma , what makes you think you can discuss the differences between Ahkaam and aqidah ?

It is known from our pious predecessors that the foundation of gaining ilm was to memorise the entire Quran before studying rullings , ilmul Hadith , jarh wa tadeel etc  . So if you cannot do that then stay silent until you have done so .

Theres a famous story between imam Abu hanifah and Imam Muhammad Bin Hassan Ash-Shaybaani. 
Ash-Shaybaani wanted to enter and sit with Abu Hanifah during his duroos . But Abu Hanfiah had stipulated a condition and that was to first go memorise the Quran and then come back once he had completed . 
Imam Muhammad was so eager that he memorised the words of Allah  entirely in just 8 days .

So, if you want to succeed as a student of knowledge, do Hifz Ul-Quran , then continue with your further studies . You cannot master one and leave the other out , they both go hand in hand . 

May Allah grant us to be great Huffz and allow the words of Allah to enter our hearts",0.5760525,0.013568709,0.33649316,0.5760525,Irrelevant,0.07605249999999997
"""The ten companions that are promised Jannah :
1. Abu Bakr as-Siddiq (  ) 
2. Umar ibn al-Khattab (  ) 
3. Uthman ibn Affan (  ) 
4. Ali ibn Abi Talib (  ) 
5. Talha ibn Ubaydullah (  ) 
6. Zubayr ibn al-Awwam (  ) 
7. Abdur Rahman ibn Awf (  ) 
8. Sa'd ibn Abi Waqqas (  )
9. Sa'id ibn Zayd (  ) 
10. Abu Ubaydah ibn al-Jarrah (  )""",0.66066194,0.07590891,0.07217829,0.66066194,Irrelevant,0.16066194
"""Shaykh Muqbil

- Am*rica imposed how Muslim countries interact with Isr*el

- Govts speak &amp; against Isr*el &amp; cry for the Palestinians but this is all lies 

- Govts have nothing to do with struggle in the path of Allah

- Govts will not liberate Palestine, Muslims will

Khaariji?",0.45232746,0.6273793,0.053433772,0.6273793,Salafi jihadi,0.047672539999999985
"""New al-Qaeda group Ajnad Bayt al-Maqdis drops 

AQ really not beating the allegations that its just become a tool of Iran since Zawahiri was killed",0.7788449,0.41773406,0.026515977,0.7788449,Irrelevant,0.08226593999999998
"""Everyone already knows that shaykh doesn't give udhr on major shirk but your jahil self  in that tweet of yours claimed that the statements of this individual in that vid matched the principles of Shaykh Musa""",0.19921628,0.73812264,0.15314229,0.73812264,Salafi jihadi,0.23812264000000005
"""Tell me Madakhila Mazbalah are R3tarded without saying so 

""AMJ Claims he can read intentions""

Shaykh Ahmed Musa Jibril Hafidullah

""And Allah knows best""

R3etard Madkhali Zindeeq you can judge someone based on his actions and Saudis actions is submission to America""",0.14190352,0.59865534,0.25186396,0.59865534,Salafi jihadi,0.09865533999999998
"""Ahmad Ms Jibril Regarding the Attacks Against Him on Social Media:

""I know my reputation is tarnished beyond what can be redeemed, and I accept that. May Allah make it a means for me to enter al-Firdaws.""""",0.21110624,0.43188518,0.16941178,0.43188518,"No decision, maximum is Salafi jihadi",0.06811482000000002
"""Sergeant Moshe Nissim Frech from Jerusalem unalived by Hezbollah Riedwaan",0.7763459,0.3239624,0.030456588,0.7763459,Irrelevant,0.17603760000000002
"""So to the Saudi gov the crime of killing and robbing a woman is worse than building idols, abolishing th shariah, legally permitting and paying and hosting iggy Izelea to insult Allah and the prophets? 

Shirk and kufr is worse than murder has robbery. Where is the punishment for those who did it?""",0.7646003,0.2870381,0.033644892,0.7646003,Irrelevant,0.21296189999999998
"""""The joke of 2026: 

Salafis are traditionalists.""
""
--------------

The real joke of 2026:

Shaykh al-minhaji 

I feel bad for the poor guy who saw this poster, had no idea who minhaji is, and now finds himself being taught by a full time twitter nerd who calls himself a shaykh.",0.084363006,0.04850277,0.735757,0.735757,Salafi taklidi,0.235757
"Imm Ahmad   said:

So let a servant fear Allah regarding himself and regarding his Muslim brothers; and let him not endanger himself or them. Either he speaks with knowledge and gains, or he stays silent and [remains] safe. 

[Ibtl al-Hiyal]",0.08748647,0.023041911,0.79030836,0.79030836,Salafi taklidi,0.29030836000000004
"Al-Hasan al-Basr said:

Indeed this truth has withheld people and stood between them and their desires. 
By Allah, no one remains patient upon it except one who recognises its virtue and hopes for its outcome.

[Imam Ahmad, Kitb az-Zuhd]",0.58288825,0.018554378,0.1816991,0.58288825,Irrelevant,0.08288825
"Talq ibn Habb used to say in his Du:

O Allah, establish for the Muslims a rightly guided affair, in which Your ally (wal) is honoured, Your enemy is humiliated, disobedience to You is stopped, and obedience to You is acted upon.

[Imm Ahmad, Kitb az-Zuhd]",0.5684769,0.057408486,0.096077405,0.5684769,Irrelevant,0.06847689999999995
"Al-Hasan al-Basr said:

       

They pile mountains upon mountains [of wealth] while the people around them are in misery. 

[Imm Ahmad, Kitb az-Zuhd]",0.83056444,0.02272162,0.0648601,0.83056444,Irrelevant,0.33056443999999996
"Ibn al-Qayyim said:

If the servant is going to be questioned about everything including his hearing, sight and heart as Allah said [in this Ayah] then it is better for him to take account of himself before he is questioned.

[Ighthat al-Lahfn]",0.8793486,0.012225914,0.15229888,0.8793486,Irrelevant,0.34770112
"This is just another way of compromised organisations like the MCB channelling acts of worship into support for their political friends. 

Fear Allh and stop using Islm as emotional fuel for projects that fundamentally oppose Islm. 

@MuslimCouncil",0.83492464,0.015953416,0.21744154,0.83492464,Irrelevant,0.28255846
It comes as no surprise that the opinion negating the existence of jinn possession is mainly being pushed by someone as idiotic and irrelevant as Akram Nadwi; a man known for going against the positions of Ahl us Sunnah. May Allah guide him and his blind followers.,0.22398451,0.04147881,0.3969908,0.3969908,"No decision, maximum is Salafi taklidi",0.10300920000000002
"""Murji Haddadi: Who from the Salaf makes takfir on replacing the Shariah?

Muslim: Well Imam Tabari is very clear on this",0.34492746,0.482228,0.082549885,0.482228,"No decision, maximum is Salafi jihadi",0.01777200000000001
"""""Yes, early Christians prayed for intercession of the Virgin Mary. Preserved on a papyrus, dating to AD 250, includes the following:
""Mother of God, hear my supplications: do not allow us to remain in adversity, but deliver us from danger."" 
""
--------------

According to Daniel Haqiqatjou, this is  pure tawhid",0.55186266,0.08094516,0.08076474,0.55186266,Irrelevant,0.05186265999999995
