Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
ua3pdc117,"Ibn Qudmah   said : 

Some of the righteous predecessors would dig a grave for themselves. Whenever they became fatigued from performing righteous actions, they would lower themselves into the grave, stretch out, and say to themselves:

'O my soul, imagine that you are dead and now in the grave. What would you wish for?'

The soul would respond, 'I would wish to return to the duny (worldly life) so that I may perform righteous actions.'

The person would reply, 'You have been granted what you wished for. So get up and do righteous actions (before it is too late).

[Wasiyah 11]","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
eavuz526h,"""The Quran draws the servant closer to Allh...","Irrelevant","ענה-יה אך;אילון כהן","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
6t59f0757,"Filming your acts of worship?

Shaykh ar-Ruhayli","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
q5wazhnuh,"""Deliberately Returning Back to Sins After Ramadan by Al-Imam Abdul Aziz ibn Baz rahimahuAllah.","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
l5tju0v96,"Advice for the Muslims

Sh. Ibrahim Al-Muhaymid","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
cv9j2g5vw,"Conferences at Masjid Muqbil this week","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","",""
4y991ggor,"We judge by what is apparent

Al-Allamah Salih al-Fawzan","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","",""
3n7yvl5tl,"Sh. Salih l Ash-Shaykh","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Irrelevant","","",""
cwgtsk2s4,"(84) 
The Claim That Shaykh Al-Albani Was Overly Lenient and Shaykh Muqbil Overly Strict in Hadith Grading

Question: 
It is said about Shaykh Nasir Ad-Din Al-Albani that he was lenient in his authentication and weakening of hadiths, and about Shaykh Muqbil that he was overly severe. How true are these statements?

Sheikh Yahya Al-Hajoori
As for the claim that Shaykh Al-Albani was lenient in authentication and weakeningthis is incorrect. How could that be? He never weakened a hadith without providing clear evidence for its weakness. He was extremely meticulous in weakening hadiths. His book Silsilah Adh-Daifah (The Chain of Weak Hadiths) stands as a testament to this, showing his great precision. Regarding authentication, he would sometimes exercise his own reasoning (ijtihad) on certain hadiths, citing various chains and applying his own methodological principles. He might say, ""This hadith, through these chains, is hasan in my view."" This is similar to what Al-Hafidh Ibn Hajar does in Bulugh Al-Maram, where he says, ""This hadith is hasan,"" even though some other hadith masters or researchers may disagree. The same can be said for Az-Zaylai and other scholarsthis is a normal matter of scholarly difference.

It is true that some hadiths in Silsilah As-Sahihah (The Chain of Authentic Hadiths) which he deemed authentic are not accepted by some other scholars. However, in reality, his ijtihad was very strong, and he provided the Muslim Ummah with an immense treasure that neither a scholar nor a student can do without. He remains a mujtahid, like other mujtahids in the field of hadith. A student of knowledge should still examine the hadiths, even those found in Silsilah As-Sahihah or Irwa Al-Ghalil, and form their own conclusion based on what they see, even if it aligns with Shaykh Al-Albanis ruling. If a student feels they have not reached the level to judge a hadith as hasan or sahih as the Shaykh did, they can simply hold their own informed opinion. And all praise is due to Allah, the Lord of the worlds.

As for the claim that Shaykh Muqbil was severe in authentication and weakeningthere is no doubt that he was extremely meticulous. The ""severity"" here simply refers to his rigorous precision. Shaykh Muqbil would scrutinise many hadiths in light of hidden defects (ilal). I once asked him directly: ""O Shaykh, the hadiths you included in As-Sahih Al-Musnad, did you examine them for hidden defects?"" He replied, ""I mostly examine them for hidden defects."" He continued this practice throughout his life, constantly reviewing As-Sahih Al-Musnad against books of ilal. If Al-Hafidh Ad-Daraqutni, Abu Hatim, Abu Zurah, Al-Hafidh Ibn Hajar, or any of the hadith masters stated that a hadith had a defect, Shaykh Muqbil would either remove it from his collection or keep it with a note indicating its defect.

In my observation, the criticisms regarding authentication directed at our Shaykh (Muqbil), may Allah have mercy on him, are far fewer than those directed at Shaykh Al-Albani. This is worth noting, considering the vast number of hadiths that Shaykh Al-Albani ruled upon compared to the number that our Shaykh ruled upon.","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Skip","הנה פוסט, שהוא שיחת מחלוקת בתוך הסלפיה, עם מטרה אינפורמטיבי
לכן נראה לי אירלבנט אבל לא בטוח כאשר דמויות השיחה סלפיות תקלידיות","","","",""
awg68l0xt,"""Reminder for myself first and foremost

We mustnt dare to give our own opinions on matters regarding Islam *unless* one is qualified to do so

For how many laymen have been misguided by other laymen, those with comprehensive oratory skills but heads devoid of correct knowledge","Irrelevant","צבי גופרי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
d2iu9bxw2,"Tomorrow is the beginning of the 3 White Days

Why dont you take this opportunity to combine it with the 6 Days of Shawwal if you havent already finished them?

Imagine how happy and good you will feel after this - or how regretful you will feel in 3 days if you didnt.

Also one of the days is a Thursday!","Irrelevant","אילון כהן;בנימין ווליך","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
xr0ie6ew9,""" 

A good brother I know personally, one who helped me alot with Islam, requires support. His young brother got accepted into a prestigious university, however cannot cover all fees. Please give for the sake of Allah and reshare","Irrelevant","אריאל כהן;הילי חכמי","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
vguohjm0m,"April Fools

Shaykh ibn Uthaymeen","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","",""
28uyf4un4,"There are people who claim/think they have knowledge from the Surooris. 

They read into big topics 
-      
-  

Then they come out concluding that Sh Fawzan has contradictory opinions or that he doesnt understand the topic.

Then you see these people come on twitter and say this about the Shaykh, and the others begin to insult him

Even though I am a nobody, I know for a fact he doesnt have contradictory opinions on both topics, you just dont understand it!

Wallahul Mustaan","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Skip","הנה בן אדם שמגן על שיך פווזן שהוא תקלידי אבל האם הפוסט עצמו הוא תקלידי?","","","",""
jpimmhyw5,"""""May Allah preserve me. I knew this guy was a fraud loyal to his nation-state.""
""
--------------

The Surooris really believe that the Mashaykh are on their Manhaj

They promote:
Sh Salih al-Usaymi
Sh Abdurrazzaq Al-Badr
Sh Abdussalam ash-Shuwayer 
Thinking that they agree with them.

Atleast this idiot below knows Sh Salih al-Usaymi is not on his Manhaj.","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
yu01wn8i0,"Shaving your beard is not from cleanliness

Al-Allamah Muhammad ibn Adam al-Ethiopi","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
kznpy85l3,"Response to those who speak about a Man hitting his Wife in Islam

Sh Sulayman ar-Ruhayli   
-
Simple explanation free from 
- what the feminists make up
- what the disgusting teenager boys say on tiktok lives.","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
elrpskevk,"Reflect upon the Quran

Al-Allamah Abdulaziz ar-Rajihi","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
27qttgk84,"If Gaza isnt helped, they will continue until they overpower the other countries

Shaykh Yahya al-Hajoori","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
kydlvw3sl,"Why do you think you cant do it?!

Sh. Abu Atiyyah","Salafi taklidi","בנימין ווליך;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
q0xl5nwby,"There are no Scholars who suddenly appear","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Irrelevant","","","","",""
1vmogm7vm,"""""trolling madkhali marriage app  
""
--------------

Why are Khawarij all so retarded and weird?

Im yet to come across a normal Khariji:

They either:
- Act like gang members
- Get caught texting sisters inappropriately 
- Mentally unstable 
- Little kids who make Memes

Yet to see one that isnt like this","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","",""
ds2ih7nu2,"Why some students of knowledge dont progress
- Brothers this advice is so important, it will change a lot for you if you werent doing it before.

Shaykh Salih as-Sindi","Salafi taklidi","ענה-יה אך;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
p0gvf1fyr,"30 Years In Dawah, tayyib, where are your credentials?!

Shaykh Abu Atiyyah","Salafi taklidi","צבי גופרי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
byd79uyqz,"""""The only hypocrite here is you.

I have made not one, but SEVERAL posts stating that the scholars of the Asha'irah and Maturidiyyah are not deviants. 

Perhaps you don't know how to read, or you're purposely lying to people. We will not spare you in the court of Allah.""
""
--------------

SubhanAllah!

The scholars of the Ashairah and Maturidiyyah are not innovators??

Below is Shaykh Ibn Baz and Shaykh Ibn Uthaymeen making it crystal clear.","Salafi taklidi","אילון כהן;בנימין ווליך","","","","","","","","","Salafi taklidi","","","","Salafi taklidi","","","","","","","","","","","","",""
hjxn9u60e,"Mehr

Sh. Abdussalam ash-Shuwayer","Salafi taklidi","אריאל כהן;הילי חכמי","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
