text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,model_decision
"Ignore the innovators who say you cannot know the meaning of the Qur'anic verses.

Imam al-Hasan al-Basri said:

Allah did not reveal any verse except that He loves for it to be known regarding what it was revealed and what He meant by it.

[al-Nasikh wal-Mansukh of Ibn Mahdi]",0.029586744,0.0013503779,0.9811751,
"Imam Ibn Taymiyyah said:

Shaking hands after the prayer is an innovation if it is done as a habitual practice. But if it happens occasionally because one meets someone after the prayer and not for the sake of the prayer itself, then this is good.

[al-Fawa'id of al-Hajjawi]",0.034143545,0.001325733,0.9718169,
"The slaughter of Muslims in Gaza persisted so severely that even Islamic literature bore witness to it. This footnote was added when Gaza was mentioned:

May Allah grant relief to steadfast Gaza from the aggression and acts of genocide it is facing at the hands of the Zionists.",0.9973151,0.0043102936,0.0038650944,
"When Ibn Taymiyyah and his brothers were released from prison, one of his brothers supplicated against those who had caused the imprisonment.

Imam Ibn Taymiyyah prevented him and said to him:

Rather, say: O Allah, grant them a light by which they may be guided to the truth.",0.9923229,0.0018027142,0.019645987,
"Imam Ahmad bin Hanbal wrote in his book: 

We have heard that 6 of the Prophets have 2 names in the Qur'an: 

[1] Muhammad &amp; Ahmad 

[2] Ibrahim &amp; Ibraham 

[3] Yaqub &amp; Isra'il 

[4] Yunus &amp; Dhu al-Nun

[5] Ilyas &amp; Ilyasin

[6] Isa &amp; al-Masih.

[al-Illal of Ahmad bin Hanbal]",0.02194936,0.0015759532,0.97327536,
"Add if you wish: 

[7] al-Yasa &amp; al-Laysa",0.9923022,0.0027640946,0.008015591,
"Imagine being amongst the richest men in the world, therefore you can attract any woman you want to fulfil your lust but you choose sex trafficked girls who dont have a choice, absolutely sickening.",0.9976324,0.004391607,0.004333485,
"""""pakistani shawarma mogs arabic shawarma but y'all are not ready for this conversation""
""
--------------

Pakistani shawarma our people need to stop embarrassing us everyday, we dont need to claim their food when ours is miles better",0.99758446,0.003969469,0.0042925407,
I love it when people obey my bio,0.99654084,0.0033544875,0.005847729,
Why do American Muslims act like theyll die without haram food,0.9975768,0.004438651,0.0037041525,
"""""I think Muslim centric care homes for elderly parents is a good niche that would be profitable and a necessity in the next 10 or so years.""
""
--------------

Muslim centric care home is such an oxymoron. Islam does not teach us to abandon our parents or grandparents leaving them in the care of strangers.",0.9976755,0.0039499593,0.0047040754,
"""""By Allah, I will conquer Jerusalem in this life.

I will do this for the oppressed and honor of Prophet Muhammad , the most beloved creation of Allah.""
""
--------------

Bro actually thinks hes Imam Mehdi now",0.99593276,0.0063950014,0.0025025047,
It was a pleasure to witness the AFCON,0.9516936,0.0033263618,0.04905093,
Unmarried people not tweeting like marriage experts on AT for a week challenge,0.9963057,0.0021897438,0.010075014,
"""""Ahmed Al Ahmed, the Bondi beach hero arrived in the US yesterday. He called Donald Trump a hero on arrival and wished to meet him.

He also wore a kippah to the Colel Chabad gala and accepted an award from the Zionist Israeli billionaire genocide supporter Bill Ackman. 
""
--------------

Muslims will call this guy a hero and slander the real heroes",0.99732685,0.0042253775,0.0037444406,
"""""Its 3pm and Mohamed Salah hasnt posted a picture with his family in front of a Christmas tree on any social media platform 
""
--------------

Every year I have hope thinking hes going to act like a Muslim and not try suck off scousers",0.9956664,0.0067949533,0.0023423778,
Its 3pm and Mohamed Salah hasnt posted a picture with his family in front of a Christmas tree on any social media platform,0.4468604,0.070391946,0.01348795,המודל לא הצליח לקבל החלטה
"Jake Paul, Andrew Tate and Tommy Robinson all taking Ls what a weekend",0.9968555,0.0028732165,0.0064883158,
"""""Make Turkey Christian again""
""
--------------

Make Spain Muslim again",0.9975948,0.004183825,0.004363484,
"May Allah protect the people of Sudan, forgotten people of the ummah",0.9969693,0.0050110356,0.0031880613,
This fast food thing with us south Asians in the UK is like the crack epidemic for African Americans in the 1980s,0.9975555,0.004281909,0.004291852,
"""""a bouquet of flowers and her name on the back of an arsenal shirt??? oh anisah girl you really won 
""
--------------

Humiliation ritual",0.9964825,0.0037034422,0.0040876814,
"My maternal grandfather passed away this morning, keep him in your duas, he was a great man and a vast loss for our family. He was like a friend with us as his grandkids, I will never meet a soul like him he was so beautifully unique. Until we meet in Jannah inshaaAllah.",0.9965912,0.0029739067,0.00582469,
These stupid men are the reason ugly women think they look like prime Angelina Jolie in their heads,0.99682754,0.0051457197,0.003925045,
"The people of Sudan are going through horror, remember them in your duas",0.99723816,0.004915403,0.0037672673,
"""""A ceasefire? Or just a breather?

00:51 - Why now?
05:48 - Pakistan mediation
08:15 - Israel caught off-guard
10:20 - Ceasefire terms
13:04 - Saudi pipelines
18:14 - Democrat position on Iran
20:18 - Israel wants war
22:00 - Who blinks first? Trump or Iran?
28:19 - How ordinary people are affecting the course of war""
""
--------------

Sami Hamid is a top bloke",0.34152028,0.72785723,0.002244625,jihad
"""Sheikh Saeed al-Kamali mentions:

The great scholar, the eminent Shaykh, Bakr Abu Zayd, said regarding Shaykh Muhammad al-Amin al-Shinqiti, that he would be the most deserving of the title Shaykh Al-Islam if there were to be one in our time.

(    )",0.003539152,0.005526607,0.9953668,
"""Regarding shirk: 

due to the prevalence of ignorance and lack of knowledge of the effects of the message among many of the later generations, it is not possible to declare them disbelievers for this, until it becomes clear to them what the Messenge  brought that contradicts it""",0.008783097,0.00339719,0.980328,
"Mohammed hijab narrates how exactly he got possessed by the jinn 

On of the entrances the shaytaan makes when he possesses someone is the ear",0.026059277,0.0021613962,0.9744658,
"Regarding shirk: 

due to the prevalence of ignorance and lack of knowledge of the effects of the message among many of the later generations, it is not possible to declare them disbelievers for this, until it becomes clear to them what the Messenge  brought that contradicts it",0.008159474,0.0029927748,0.9935602,
"""@nasafism Youre trolling at this point.

I clearly and unambiguously answered it.

Now answer the question you low IQ retard:

If someone says: y Ibls madad is that shirk according to your standards?

a. Yes

b. No",0.008531826,0.0053900555,0.9530243,
"""""   ""
""
--------------

Only a mushrik says this.",0.97672075,0.026530122,0.0028438333,
"Allamah Abdurrahman al Muallami explains how when the people of musa wanted something like an idol for worship, musa AS didnt consider them mushrikeen due to impediments.

May Allah guide our brothers who have read, not",0.7365942,0.004500981,0.02746019,
"""al-Shaykh Abd al-Azz al-urayf ( ) entered by call as a guest on a Saudi tv channel where al-Shaykh Sad al-Shathr was discussing topics like the role of the scholars today and the state of the ummah.

(1/4)",0.003798028,0.0046671624,0.99666446,
"""Dr Waleed al Maneesee reciting Musnad al Shafie in the presence of the Allamah and Muhaddith Abdullah al Obaid

Scholars of the Ummah",0.005567097,0.003792935,0.9968342,
"""Good times.",0.99771285,0.0047055623,0.003910406,
"""""In an ideal world Pakistan should colonise the GCC countries, take the oil, and then re-establish Khilafah.""
""
--------------

The same Pakistan who are puppets of the United States of America?",0.99700564,0.0047166073,0.003404272,
"""""The Aqidah of a real Hanafi:

""
--------------

Good times.",0.69061834,0.020699533,0.0059575066,
"""My whole point is, the scholars have differed regarding the issue of Udhr bil Jahl, some dont excuse in shirk akbar regarding the ignorant muslim while others do, so dont let those who throw accusations of Irja bother you at all.""",0.0022773372,0.029287139,0.95935434,
"""No",0.99705815,0.0046686865,0.004435331,
"""He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. 

Those who accuse the students of imam Ahmad as mujassima 

Those who say the salaf were logically incoherent 

All Asharis, maybe the same as the kid in the video..""",0.033797935,0.39199412,0.031308986,המודל לא הצליח לקבל החלטה
"""""Why are Salafis having a meltdown from this Salafi kid making Takfeer of IbnTaymia? He's just been consistent with what u guys taught him. Why are you upset about IT being thrown under the bus but not other Imams? 
""
--------------

He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. 

Those who accuse the students of imam Ahmad as mujassima 

Those who say the salaf were logically incoherent 

All Asharis, maybe the same as the kid in the video..",0.006904459,0.9402314,0.052374948,jihad
Why do Amj brothers and and sisters love the word spitting?,0.99669695,0.0037388979,0.0047130226,
"""O Allah, You have taken his life  now wipe away the deviant path he left behind.

    

Ahmad Musa Jibril
Muharram 17, 1447""",0.020408086,0.97443444,0.016525984,jihad
"""NEW VIDEO

#NEW | THE RAFIDHAH | The People of Shirk & Kufr

 YouTube Link: 

This video  InshaAllah  reveals the unfiltered and true creed of the Rafidhah, also known as the Ithna-Ashariyyah, Imamiyyah, or Jafariyyah  by uncovering their beliefs through their own mother-books. I make Dua to Allah, that after watching this video in full  which includes their sourced heresies, as well as the decisive statements of the Salaf regarding them  one realizes with certainty, that the religion of the Rawafidh (Ithna-Ashariyyah), has nothing to do with Islam, rather, it is a deviant, pagan religion dressed in islamic terminology.

I ask Allah to accept this minuscule effort, and place the Ajr of it, in the book of deeds of every Muslim from Ahlul Sunnah. 

I ask you all to make Dua for family and children, that he make them of the healthy, rightly guided Awliya of Allah, and to make us all of the inhabitants of the highest levels of Firdaws.

  """,0.001410957,0.015379682,0.991113,
"""THE MADKHALI SERIES - FULL SERIES",0.99112236,0.0016135091,0.012896503,
"""Alhamdulillah, Allah rid this earth of one of the heads of deviance and Zandaqa. A day of joyous celebration for Ahlul Sunnah. The Salaf would rejoice at the death of a known Mubtadi, who spread his deviance. What then do you think they would have done, for the one who was the pioneer of legitimizing the governing of, and being subservient slaves and attack dogs of the Tawagheet? I ask Allah to give him and all those who follow his deviated path, and likewise those who asked Allah to have mercy on him  what they deserve.""",0.0046073063,0.9466083,0.10853549,jihad
