Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli,source_file,normalized_text
,"""According the fat Mushrik @Haqiqatjou, anyone that says the bbqd pig @khamenei_ir insults the Sahabah is an Israeli backed accountwhat about his own book? Did the IDF secretly publish it? 

Lol, This guys posts are like the official IDF account, pure gaslighting. You see in the destroyed Mushriks own book, he insults the Sahabah numerous times on just one page:

1) Accuses Al-Farq   , of not submitting to Haqq.

2) Accuses a group from the Sahabah of  (very derogatory way to describe hanging up on someone in Arabic) against Ali   .

3) Accuses Fatimah    of slandering the Sahabah who gave Baya to the greatest man after The Prophet     (Abu Bakr   ) by saying they committed a major sin: and indeed they have done that for which Allah is their Reckoner and the One who will call them to account...

4) Accuses the most noble of Sahabah, some of whom are promised Jannah on the Tongue of The Messeneger and by extension Allah  :  And with great regret, they took advantage of his preoccupation and proceeded to seize the caliphate, steal it, and prevent him from his rightful claim to it. That cowardly act had negative consequences

Or will @Haqiqatjou behave like Madkhalis and call these all insults duna insults?

For more clear cut proof of the Shirk of the Rawafidh  scholars and laymen:

#NEW | THE RAFIDHAH | The People of Shirk & Kufr",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""According the fat Mushrik @Haqiqatjou, anyone that says the bbqd pig @khamenei_ir insults the Sahabah is an Israeli backed accountwhat about his own book? Did the IDF secretly publish it? Lol, This guys posts are like the official IDF account, pure gaslighting. You see in the destroyed Mushriks own book, he insults the Sahabah numerous times on just one page: 1) Accuses Al-Farq , of not submitting to Haqq. 2) Accuses a group from the Sahabah of (very derogatory way to describe hanging up on someone in Arabic) against Ali . 3) Accuses Fatimah of slandering the Sahabah who gave Baya to the greatest man after The Prophet (Abu Bakr ) by saying they committed a major sin: and indeed they have done that for which Allah is their Reckoner and the One who will call them to account... 4) Accuses the most noble of Sahabah, some of whom are promised Jannah on the Tongue of The Messeneger and by extension Allah : And with great regret, they took advantage of his preoccupation and proceeded to seize the caliphate, steal it, and prevent him from his rightful claim to it. That cowardly act had negative consequences Or will @Haqiqatjou behave like Madkhalis and call these all insults duna insults? For more clear cut proof of the Shirk of the Rawafidh scholars and laymen: #NEW | THE RAFIDHAH | The People of Shirk & Kufr"
kamwv6zmb,"""According to Shaykh Ibn Uthaymn:

The one who commits fornication and boasts about it must be called to repentif he does not, he is to be killed. 

Boasting openly shows he considers it allwhich amounts to kufr. 

He gives the example of people traveling to a Bangkok.",Irrelevant,ענה-יה אך;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""According to Shaykh Ibn Uthaymn: The one who commits fornication and boasts about it must be called to repentif he does not, he is to be killed. Boasting openly shows he considers it allwhich amounts to kufr. He gives the example of people traveling to a Bangkok."
e6xw6j5d0,"""Activists stage a die-in at the BBC office in Glasgow, protesting against the BBC's biased coverage of the genocide in Palestine.,30.0",Irrelevant,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Activists stage a die-in at the BBC office in Glasgow, protesting against the BBC's biased coverage of the genocide in Palestine.,30.0"
ia161l3by,"""Advice regarding the path of steadfastness.

Questioner: I am confused regarding my situation, I want to be committed (to the religion) but I dont know how.

Answer from Shaykh Abdur Rahman al-Barrak  """,Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Irrelevant,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Advice regarding the path of steadfastness. Questioner: I am confused regarding my situation, I want to be committed (to the religion) but I dont know how. Answer from Shaykh Abdur Rahman al-Barrak """
n63taq3tt,"""Afghanistan bans interest.

The Director of the Afghan Banking and Financial Services, Dr. Lutfullah Khairkhwa, said that the interest-based system has been halted in all commercial banks across the country.",Irrelevant,אורי כהן,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Afghanistan bans interest. The Director of the Afghan Banking and Financial Services, Dr. Lutfullah Khairkhwa, said that the interest-based system has been halted in all commercial banks across the country."
rcpz315zb,"""Afghans don't have much, but they definitely have heart.""",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""Afghans don't have much, but they definitely have heart."""
5g0241obw,"""After making takfir of those who do tahakum to Taghut, Shawkani says

""Along with this, they persist in other matters besides ruling by ght and seeking judgment from itmatters each of which on its own necessitates the disbelief of the one who does it and his exit from Islam.",Salafi jihadi,בנימין ווליך;אורי כהן,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"""After making takfir of those who do tahakum to Taghut, Shawkani says ""Along with this, they persist in other matters besides ruling by ght and seeking judgment from itmatters each of which on its own necessitates the disbelief of the one who does it and his exit from Islam."
674wd7bg6,"""After years of unjustly targeting brothers and scholars, one of SPUBs leaders is now crying foul as he faces the same attacks. How sad.,62.0",Salafi taklidi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"""After years of unjustly targeting brothers and scholars, one of SPUBs leaders is now crying foul as he faces the same attacks. How sad.,62.0"
,"""Agree totally. A problem however is that you have supported successive governments which prevent the Islamic Hudood and rather than rule by the Sharia of Allah, they rule by the laws of the Kuffar. 

These Tawaghit preventing the Sharia, is from the greatest reasons for the spread of all kinds of evil.""",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Agree totally. A problem however is that you have supported successive governments which prevent the Islamic Hudood and rather than rule by the Sharia of Allah, they rule by the laws of the Kuffar. These Tawaghit preventing the Sharia, is from the greatest reasons for the spread of all kinds of evil."""
qyrpxcmhe,"""Ahlul Bayt TV is most popular Shia ""Islamic"" TV channel in English with millions of viewers -it is as mainstream as it can get.

Watch how some top ""scholars"" teach the masses how to do a common shia ""salah"" where they fall in sujud &amp; DIRECTLY PRAY TO Fatima (ra) *in sujud*",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Ahlul Bayt TV is most popular Shia ""Islamic"" TV channel in English with millions of viewers -it is as mainstream as it can get. Watch how some top ""scholars"" teach the masses how to do a common shia ""salah"" where they fall in sujud &amp; DIRECTLY PRAY TO Fatima (ra) *in sujud*"
,"""Ahmad Ms Jibril Regarding the Attacks Against Him on Social Media:

""I know my reputation is tarnished beyond what can be redeemed, and I accept that. May Allah make it a means for me to enter al-Firdaws.""""",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Ahmad Ms Jibril Regarding the Attacks Against Him on Social Media: ""I know my reputation is tarnished beyond what can be redeemed, and I accept that. May Allah make it a means for me to enter al-Firdaws."""""
gx0hwueb9,"""Ahmad Zaidan, recounted that when he asked al-Jaulani whether he adhered to the ideology referred to as al-Wahhabiyyah...

Al-Jaulani replied that he did not believe in it and that he would, through a tadarruj process, gradually change the mindset of the young mujahidin...,",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""Ahmad Zaidan, recounted that when he asked al-Jaulani whether he adhered to the ideology referred to as al-Wahhabiyyah... Al-Jaulani replied that he did not believe in it and that he would, through a tadarruj process, gradually change the mindset of the young mujahidin...,"
,"""Ahmed al-Sharaa states in his Consitution:

""Citizens are equal before the law in rights and duties, without discrimination based on race, religion, gender, or lineage.""

Who would risk throwing themselves into Hellfire by declaring that the one who holds this belief is a Muslim?,",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Ahmed al-Sharaa states in his Consitution: ""Citizens are equal before the law in rights and duties, without discrimination based on race, religion, gender, or lineage."" Who would risk throwing themselves into Hellfire by declaring that the one who holds this belief is a Muslim?,"
hgmtddnbf,"""Aid the Dawah in Coventry 

We are running low on funds!

Whatever you can give 1, 2, 5, 10, 20 it will all add up insha Allah and go towards the running of the free lessons that are on offer,",Irrelevant,ענה-יה אך;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"""Aid the Dawah in Coventry We are running low on funds! Whatever you can give 1, 2, 5, 10, 20 it will all add up insha Allah and go towards the running of the free lessons that are on offer,"
yo0y94vhx,"""Al Fawzan gives the excuse of ignorance for the lay person who falls into shirk without knowing",Salafi taklidi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,"""Al Fawzan gives the excuse of ignorance for the lay person who falls into shirk without knowing"
,"""Al Wala Wal Bara is required for Islam 

 Shaykh Musa Abdullah Jibril (Father of Shaykh Ahmad)

 May Allah preserve them both, few of the only callers to Tawhid in West",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Al Wala Wal Bara is required for Islam Shaykh Musa Abdullah Jibril (Father of Shaykh Ahmad) May Allah preserve them both, few of the only callers to Tawhid in West"
isjkpmi39,"""Al-'Allmah As-Si'di states: ""...the one who truly recognises the life of this world and its reality, then he makes it merely a pathway (he has to cross), and he does not make it his fixed abode."" [Tafsr As-Si'di on 57:20]

... what is the life of this world to YOU?",Irrelevant,בנימין ווליך;זיו חסון,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi taklidi,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Al-'Allmah As-Si'di states: ""...the one who truly recognises the life of this world and its reality, then he makes it merely a pathway (he has to cross), and he does not make it his fixed abode."" [Tafsr As-Si'di on 57:20] ... what is the life of this world to YOU?"
,"""Al-Fudayl ibn Iyad, may Allah have mercy on him, said:
If you see oppressors taking revenge on other oppressors, stand and observe in astonishment.

When you see the greatest enemies of Islam in this era, those with the most blood of Muslims on their hands, turning against one another and weakening themselves through their conflicts, let your heart be soothed and turn to Allah in gratitude.

Sometimes, Allah soothes hearts by letting oppressors and tyrants orchestrate their own downfall through their conflicts and wars.

We make the wrongdoers destructive to one another because of their misdeeds. (6:129)

The parties involved in this war, the US along with their awliy, the leaders of the Gulf, as well as the Rafidah and the Yahud, are enemies, equally guilty and steeped in crimes against Islam and Muslims. Their hands are stained with the blood of countless innocents, and to true believers who grasp the depth of their kufr and the enormity of their crimes, each is as condemned as the next, none surpassing the other in guilt. They vied ruthlessly in their oppression and in betraying the Muslims.

Malik ibn Dinar, may Allah have mercy on him, said:
""I read in the revealed Books of Allah that Allah, the Exalted, said: I destroy My enemies through My enemies, and then I destroy them through My awliy.""

May Allah prolong their strife so that they are preoccupied with one another and weakened, and may He raise to leadership on this earth the Muslims they betrayed, oppressed, and harmed, so that Tawheed may be established across the earth!

May Allah safeguard every innocent Muslim wherever this conflict occurs!

Ahmad Musa Jibril
2 Shawwal 1447 AH""",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Al-Fudayl ibn Iyad, may Allah have mercy on him, said: If you see oppressors taking revenge on other oppressors, stand and observe in astonishment. When you see the greatest enemies of Islam in this era, those with the most blood of Muslims on their hands, turning against one another and weakening themselves through their conflicts, let your heart be soothed and turn to Allah in gratitude. Sometimes, Allah soothes hearts by letting oppressors and tyrants orchestrate their own downfall through their conflicts and wars. We make the wrongdoers destructive to one another because of their misdeeds. (6:129) The parties involved in this war, the US along with their awliy, the leaders of the Gulf, as well as the Rafidah and the Yahud, are enemies, equally guilty and steeped in crimes against Islam and Muslims. Their hands are stained with the blood of countless innocents, and to true believers who grasp the depth of their kufr and the enormity of their crimes, each is as condemned as the next, none surpassing the other in guilt. They vied ruthlessly in their oppression and in betraying the Muslims. Malik ibn Dinar, may Allah have mercy on him, said: ""I read in the revealed Books of Allah that Allah, the Exalted, said: I destroy My enemies through My enemies, and then I destroy them through My awliy."" May Allah prolong their strife so that they are preoccupied with one another and weakened, and may He raise to leadership on this earth the Muslims they betrayed, oppressed, and harmed, so that Tawheed may be established across the earth! May Allah safeguard every innocent Muslim wherever this conflict occurs! Ahmad Musa Jibril 2 Shawwal 1447 AH"""
k8ke8bqii,"""Al-Hasan al-Basri   said:

""The righteous used to say: The difficult thing is not praying at night, but rather protecting your deeds from being wasted by sins and heedlessness.""

[Hilyat al-Awliya, 2/354]""",Irrelevant,בנימין ווליך;הודיה עופרי,,,,,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"""Al-Hasan al-Basri said: ""The righteous used to say: The difficult thing is not praying at night, but rather protecting your deeds from being wasted by sins and heedlessness."" [Hilyat al-Awliya, 2/354]"""
